Country,Region,Happiness Score - 2020,Logged GDP per capita - 2020,Social Support - 2020,Healthy Life Expectancy - 2020,Freedom to make life choices - 2020,Generocity - 2020,Perceptions of Corruption - 2020,Happiness Score - 2021,Logged GDP per capita - 2021,Social Support - 2021,Healthy Life Expectancy - 2021,Freedom to make life choices - 2021,Generocity - 2021,Perceptions of Corruption - 2021
Palestinian Territories,Middle East and North Africa,4.552800178527832,8.389223098754883,0.8252959251403809,62.25,0.6457918286323547,-0.1620790958404541,0.8241999745368958,4.51669979095459,8.484533309936523,0.8259382247924805,62.25,0.6530195474624634,-0.16252174973487854,0.8213176131248474
Panama,Latin America and Caribbean,6.304800033569336,10.034234046936035,0.9020944833755493,69.60301208496094,0.8803665041923523,-0.15392771363258362,0.8515889048576355,6.179599761962891,10.350154876708984,0.8958771228790283,69.65210723876953,0.8718804121017456,-0.1662856638431549,0.8556877374649048
Paraguay,Latin America and Caribbean,5.6921000480651855,9.389982223510742,0.8987278938293457,65.63993835449219,0.885923445224762,0.007997713051736355,0.8347885012626648,5.652599811553955,9.44814395904541,0.8933451771736145,65.9000015258789,0.8764378428459167,0.02811283804476261,0.8816799521446228
Peru,Latin America and Caribbean,5.796800136566162,9.456313133239746,0.8310752511024475,68.10023498535156,0.8247660994529724,-0.16238822042942047,0.893714964389801,5.839600086212158,9.458379745483398,0.8322862386703491,68.25005340576172,0.8219620585441589,-0.15410254895687103,0.8911354541778564
Philippines,Southeast Asia,6.00600004196167,8.9935455322265625,0.8467300534248352,61.926761627197266,0.9154634475708008,-0.10546300560235977,0.7336341142654419,5.880199909210205,9.07558822631836,0.8299263715744019,61.99995422363281,0.916998565196991,-0.09683585166931152,0.74176424741745
Poland,Central and Eastern Europe,6.186299800872803,10.265124320983887,0.8742574453353882,69.3111343383789,0.862055778503418,-0.20508407056331635,0.6869270205497742,6.166100025177002,10.381980895996094,0.8982869386672974,69.70166778564453,0.8406172394752502,-0.1648647040128708,0.7353492975234985
Portugal,Western Europe,5.910900115966797,10.263742446899414,0.8865907192230225,72.40202331542969,0.8887478113174438,-0.22071430087089539,0.8926295042037964,5.928999900817871,10.421197891235352,0.8794488906860352,72.59953308105469,0.8917185664176941,-0.24439343810081482,0.8873282670974731
Romania,Central and Eastern Europe,6.123700141906738,10.107583999633789,0.8251615166664124,67.20723724365234,0.8428232073783875,-0.1978152096271515,0.9343002438545227,6.139999866485596,10.283731460571289,0.8319143652915955,67.35520935058594,0.8450421094894409,-0.2194642722606659,0.9382724165916443
Russia,Commonwealth of Independent States,5.546000003814697,10.12887191772461,0.903150737285614,64.10045623779297,0.7298926115036011,-0.15115374326705933,0.8648025989532471,5.477200031280518,10.188741683959961,0.9028661847114563,64.702911376953125,0.7180507779121399,-0.1114475205540657,0.8446192741394043
Rwanda,Sub-Saharan Africa,3.312299966812134,7.600104331970215,0.540835440158844,61.098846435546875,0.9005894064903259,0.05548395216464996,0.1835411787033081,3.4147000312805176,7.676117897033691,0.5523390769958496,61.39972686767578,0.8967583775520325,0.06052568554878235,0.16680097579956055
Saudi Arabia,Middle East and North Africa,6.406499862670898,10.797812461853027,0.8740670680999756,66.305145263671875,0.854191243648529,-0.16869506239891052,0.6826195120811462,6.49399995803833,10.74250316619873,0.8905491828918457,66.60309600830078,0.8772625923156738,-0.14943623542785645,0.6840046048164368
Senegal,Sub-Saharan Africa,4.980800151824951,8.118982315063477,0.7236160039901733,59.599151611328125,0.6905961632728577,-0.05233515426516533,0.8087851405143738,5.131800174713135,8.118176460266113,0.7102318406105042,59.801551818847656,0.6952162384986877,-0.0460028201341629,0.8007579445838928
Serbia,Central and Eastern Europe,5.778200149536133,9.680980682373047,0.8814757466316223,68.210205078125,0.7264958620071411,-0.0736762210726738,0.8435090184211731,6.077899932861328,9.78662395477295,0.8726455569267273,68.60033416748047,0.7775619029998779,0.002192957093939185,0.8352977633476257
Sierra Leone,Sub-Saharan Africa,3.9263999462127686,7.268803119659424,0.6361420154571533,50.865142822265625,0.715315043926239,0.08866074681282043,0.8613306879997253,3.849400043487549,7.433872222900391,0.6299904584884644,51.65053939819336,0.7171773314476013,0.0839950293302536,0.8663837313652039
Singapore,Southeast Asia,6.377099990844727,11.39552116394043,0.9102689623832703,76.80458068847656,0.9266453385353088,0.029879223555326462,0.10978419333696365,6.376500129699707,11.488009452819824,0.914898693561554,76.9528579711914,0.9271981716156006,-0.018426835536956787,0.0819585770368576
Slovakia,Central and Eastern Europe,6.280600070953369,10.347749710083008,0.9224937558174133,68.906341552734375,0.7499526739120483,-0.12440930306911469,0.918096125125885,6.330900192260742,10.368945121765137,0.9358723163604736,69.200653076171875,0.7663798332214355,-0.12377460300922394,0.9112483859062195
Slovenia,Central and Eastern Europe,6.363399982452393,10.392322540283203,0.9395756721496582,71.10298919677734,0.93614262342453,-0.08060338348150253,0.8170710206031799,6.460700035095215,10.529362678527832,0.9479639530181885,71.3997573852539,0.9486264586448669,-0.10067720711231232,0.8064841032028198
South Africa,Sub-Saharan Africa,4.8140997886657715,9.40337085723877,0.8525322675704956,56.506011962890625,0.7593300938606262,-0.10977732390165329,0.8434238433837891,4.956399917602539,9.402575492858887,0.8596819639205933,56.903968811035156,0.7493821382522583,-0.0669967532157898,0.8595834374427795
South Korea,East Asia,5.872399806976318,10.510566711425781,0.7993871569633484,73.60272979736328,0.6129651069641113,-0.04340403154492378,0.7890674471855164,5.8454999923706055,10.650712966918945,0.7990646958351135,73.89986419677734,0.6720153093338013,-0.0832347497344017,0.7270837426185608
Spain,Western Europe,6.400899887084961,10.462926864624023,0.9211254119873047,74.4027099609375,0.7519895434379578,-0.05096171423792839,0.7658599019050598,6.490699768066406,10.570850372314453,0.9315811395645142,74.69999694824219,0.7613672614097595,-0.08113867789506912,0.7452783584594727
Sri Lanka,South Asia,4.327000141143799,9.389969825744629,0.8253740668296814,67.20006561279297,0.8376336693763733,0.08112961798906326,0.8590017557144165,4.324999809265137,9.470399856567383,0.8265063762664795,67.29920959472656,0.8414434194564819,0.07883036136627197,0.8630807399749756
Swaziland,Sub-Saharan Africa,4.30810022354126,9.1626739501953125,0.770290195941925,51.188236236572266,0.6468222737312317,-0.19920141994953156,0.7082633376121521,4.30810022354126,9.065187454223633,0.770290195941925,50.8331413269043,0.6468222737312317,-0.18486350774765015,0.7082633376121521
Sweden,Western Europe,7.353499889373779,10.758793830871582,0.926311194896698,72.60076904296875,0.9391441941261292,0.11161462217569351,0.2508801817893982,7.36269998550415,10.866994857788086,0.9338052272796631,72.7000503540039,0.9446040987968445,0.08622293174266815,0.23746000230312347
Switzerland,Western Europe,7.559899806976318,10.97993278503418,0.9428465962409973,74.102447509765625,0.9213366508483887,0.10591103881597519,0.3037284314632416,7.571499824523926,11.1173677444458,0.9417418241500854,74.40010070800781,0.9187881946563721,0.024629194289445877,0.29169848561286926
Taiwan Province of China,East Asia,6.455399990081787,10.77568531036377,0.8943091034889221,69.5999984741211,0.7715303301811218,-0.07319869846105576,0.7318829298019409,6.584400177001953,10.87099552154541,0.8982787728309631,69.5999984741211,0.7843614220619202,-0.0704944059252739,0.7213312983512878
Tajikistan,Commonwealth of Independent States,5.555699825286865,8.024810791015625,0.8352971076965332,64.1045913696289,0.8313834071159363,-0.025088511407375336,0.5920760631561279,5.46619987487793,8.090771675109863,0.8597100973129272,64.2805404663086,0.8320024609565735,-0.055771417915821075,0.5526466965675354
Tanzania,Sub-Saharan Africa,3.4762001037597656,7.967665195465088,0.6889331936836243,57.49607467651367,0.8215397596359253,0.10966868698596954,0.6197994351387024,3.623199939727783,7.875572204589844,0.702070951461792,57.998992919921875,0.8331366777420044,0.18315006792545319,0.5769856572151184
Thailand,Southeast Asia,5.998799800872803,9.741791725158691,0.8899732232093811,67.25059509277344,0.9050630331039429,0.2686851918697357,0.8862723112106323,5.9847002029418945,9.804679870605469,0.8875290155410767,67.4011001586914,0.884037971496582,0.28739139437675476,0.895368218421936
Togo,Sub-Saharan Africa,4.18720006942749,7.357711315155029,0.5513126254081726,54.71989822387695,0.6498286128044128,0.002667874563485384,0.7577334642410278,4.106800079345703,7.362420558929443,0.5689000487327576,54.91435241699219,0.6193913221359253,0.031523190438747406,0.7722567319869995
Tunisia,Middle East and North Africa,4.392199993133545,9.314972877502441,0.6887185573577881,66.897857666015625,0.5933615565299988,-0.21641381084918976,0.8675902485847473,4.596499919891357,9.265801429748535,0.6909812092781067,67.20076751708984,0.6559020280838013,-0.2005712240934372,0.8699617981910706
Turkey,Middle East and North Africa,5.131800174713135,10.129419326782227,0.8263135552406311,66.90281677246094,0.608830451965332,-0.1710464358329773,0.7481973767280579,4.9475998878479,10.240470886230469,0.8217769265174866,67.1988754272461,0.5758052468299866,-0.13946326076984406,0.775604248046875
Turkmenistan,Commonwealth of Independent States,5.119100093841553,9.748032569885254,0.9589661955833435,62.211708068847656,0.8264570236206055,0.18767154216766357,0.8836918473243713,5.066400051116943,9.629326820373535,0.9828737378120422,62.40887451171875,0.8766868114471436,0.2728292644023895,0.8880501389503479
Uganda,Sub-Saharan Africa,4.432000160217285,7.500389575958252,0.7649946212768555,55.70820236206055,0.7317139506340027,0.09948743134737015,0.8367378115653992,4.636499881744385,7.677433490753174,0.7811079025268555,56.10139083862305,0.7088271379470825,0.12167289108037949,0.8549025058746338
Ukraine,Commonwealth of Independent States,4.560699939727783,9.010690689086914,0.8788793683052063,64.606781005859375,0.6630818843841553,-0.03093370608985424,0.9206367135047913,4.874800205230713,9.436073303222656,0.8879203796386719,64.90174865722656,0.7244468927383423,-0.01103250589221716,0.9238168001174927
United Arab Emirates,Middle East and North Africa,6.790800094604492,11.10999870300293,0.8491811156272888,67.0827865600586,0.9413455128669739,0.12345084547996521,0.5945022106170654,6.560500144958496,11.08488941192627,0.8443886637687683,67.33289337158203,0.9323959946632385,0.07399898767471313,0.5891460180282593
United Kingdom,Western Europe,7.1645002365112305,10.60013484954834,0.9366828203201294,72.301605224609375,0.8347436785697937,0.26373249292373657,0.43591591715812683,7.063600063323975,10.70714282989502,0.9339838027954102,72.500091552734375,0.858679473400116,0.23341993987560272,0.4594566226005554
United States,North America and ANZ,6.939599990844727,10.925768852233887,0.9142190217971802,68.29949951171875,0.8426195383071899,0.14989173412322998,0.6997153162956238,6.951499938964844,11.023136138916016,0.9198493361473083,68.199859619140625,0.8369630575180054,0.09843681752681732,0.6980640888214111
Uruguay,Latin America and Caribbean,6.440100193023682,9.948192596435547,0.9228112697601318,69.00254821777344,0.8923954367637634,-0.10110311210155487,0.6359941363334656,6.431399822235107,9.965593338012695,0.9249749779701233,69.10005950927734,0.8957509398460388,-0.092220209538936615,0.5895706415176392
Uzbekistan,Commonwealth of Independent States,6.257599830627441,8.7403717041015625,0.9265958070755005,65.107574462890625,0.9749981164932251,0.248427152633667,0.5014973878860474,6.178800106048584,8.836421012878418,0.9184690117835999,65.25531005859375,0.970130980014801,0.31070613861083984,0.5150893926620483
Venezuela,Latin America and Caribbean,5.053199768066406,8.97779369354248,0.8904081583023071,66.505340576171875,0.6232783198356628,-0.16909050941467285,0.8370383977890015,4.892199993133545,9.073103904724121,0.8609268069267273,66.699859619140625,0.6153803467750549,-0.16875705122947693,0.8266558647155762
Vietnam,Southeast Asia,5.353499889373779,8.809545516967773,0.8499871492385864,67.9527359008789,0.9395929574966431,-0.09453333169221878,0.796421229839325,5.410799980163574,8.973156929016113,0.8499871492385864,68.03413391113281,0.9395929574966431,-0.0976143330335617,0.796421229839325
Yemen,Middle East and North Africa,3.527400016784668,7.759682655334473,0.8179805874824524,56.7272834777832,0.5999202728271484,-0.1577354371547699,0.8002877235412598,3.657900094985962,7.578436851501465,0.8315374255180359,57.1215705871582,0.6021565794944763,-0.14671222865581512,0.8002877235412598
Zambia,Sub-Saharan Africa,3.759399890899658,8.224720001220703,0.6988244652748108,55.29937744140625,0.806500256061554,0.07803712785243988,0.8012896776199341,4.073400020599365,8.145450592041016,0.707517683506012,55.80921173095703,0.7818997502326965,0.060520924627780914,0.8234307765960693
Zimbabwe,Sub-Saharan Africa,3.2992000579833984,7.865711688995361,0.7630927562713623,55.61725997924805,0.7114579081535339,-0.07206395268440247,0.8102369904518127,3.1447999477386475,7.942595481872559,0.750469982624054,56.20083999633789,0.6767001152038574,-0.04734573885798454,0.8209987282752991
